15,1,hand1,1,gabor,0,0.01602694685737935,3,3,-1,3,0.609559952354175,-1.0,1,-1,congruent,hit,q,3,1.0944990012358176,0,33684,16:11:39.610207,hand
15,2,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.2463315283130214,-1,1,none,none,-1,-1,-1.0,5132,33684,16:11:39.610207,hand
15,3,hand1,1,gabor,0,0.01602694685737935,4,3,-1,4,0.5172489399892584,-1.0,0,-1,congruent,miss,4,2,1.201246209035162,7717,33684,16:11:39.610207,hand
15,4,hand1,1,gabor,0,0.01602694685737935,3,3,-1,4,0.4419507122674986,-1.0,1,-1,incongruent,hit,q,2,1.2988520930275629,12682,33684,16:11:39.610207,hand
15,5,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.33859338964703056,-1,1,none,none,-1,-1,-1.0,17665,33684,16:11:39.610207,hand
15,6,hand1,1,gabor,0,0.01602694685737935,3,3,-1,3,0.7372815947055642,-1.0,1,-1,congruent,hit,q,2,1.3014244583209802,20349,33684,16:11:39.610207,hand
15,7,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.27411530064000544,-1,1,none,none,-1,-1,-1.0,25715,33684,16:11:39.610207,hand
15,8,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.4777956376919974,-1,1,none,none,-1,-1,-1.0,32198,33684,16:11:39.610207,hand
15,9,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.3056268714835824,-1,1,none,none,-1,-1,-1.0,35015,33684,16:11:39.610207,hand
15,10,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.19548171466431088,-1,1,none,none,-1,-1,-1.0,37648,33684,16:11:39.610207,hand
15,11,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.20032078727672345,-1,1,none,none,-1,-1,-1.0,40382,33684,16:11:39.610207,hand
15,12,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.3982496857015576,-1,1,none,none,-1,-1,-1.0,42915,33684,16:11:39.610207,hand
15,13,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.2320616016022541,-1,1,none,none,-1,-1,-1.0,45849,33684,16:11:39.610207,hand
15,14,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.23402841083134265,-1,1,none,none,-1,-1,-1.0,48414,33684,16:11:39.610207,hand
15,15,hand1,1,gabor,90,0.01602694685737935,4,4,-1,4,0.33766259199455817,-1.0,1,-1,congruent,CR,c,3,1.964660792606992,51182,33684,16:11:39.610207,hand
15,16,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.6853823297433337,-1,1,none,none,-1,-1,-1.0,56931,33684,16:11:39.610207,hand
15,17,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.25111338605347555,-1,1,none,none,-1,-1,-1.0,59948,33684,16:11:39.610207,hand
15,18,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.2081004739229684,-1,1,none,none,-1,-1,-1.0,62732,33684,16:11:39.610207,hand
15,19,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.18398229334070493,-1,1,none,none,-1,-1,-1.0,65482,33684,16:11:39.610207,hand
15,20,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.17574642368617788,-1,1,none,none,-1,-1,-1.0,68097,33684,16:11:39.610207,hand
15,21,hand1,1,gabor,90,0.01602694685737935,4,4,-1,3,0.4783362990347087,-1.0,1,-1,incongruent,CR,c,2,1.387331628919128,74280,33684,16:11:39.610207,hand
15,22,hand1,1,cue,black,-1.0,-1,-1,3,3,-1.0,0.3901405335500385,-1,1,none,none,-1,-1,-1.0,79598,33684,16:11:39.610207,hand
15,23,hand1,1,cue,white,-1.0,-1,-1,4,4,-1.0,0.4167684886597272,-1,1,none,none,-1,-1,-1.0,82330,33684,16:11:39.610207,hand
15,24,hand1,1,gabor,90,0.01602694685737935,4,4,-1,3,0.6608248618204016,-1.0,1,-1,incongruent,CR,q,4,1.2437929543530115,85080,33684,16:11:39.610207,hand
15,25,hand1,1,gabor,90,0.01602694685737935,4,4,-1,4,0.6514508386007947,-1.0,1,-1,congruent,CR,c,3,1.2394795673781118,90431,33684,16:11:39.610207,hand
