subject_id;trial;block;cond_order;stim1;size;circle_pos;gabor_contrast;response;expected_gabor;rt_gabor;max_speed;x_pos;y_pos;center_distance;total_distance;accuracy_gabor;cursor_av_speed;move_start_time;OOZ_time;SDT;pressed_conf;conf;rt_conf;trial_start_time;view_again;meta_evaluation;meta_accuracy;exp_start_date
1;22;1;A;0;small;up;0.017;left;right;1.9677;93.37185390557028;-11.9286;8.8335;0.18113762862297225;15.249933203165183;0;7.543511450161587;0.8371742000454105;1.1368799000047147;miss;LEFT;N;1.4585;150031;0;-1;-1;14:23:53
1;23;1;A;0;small;down;0.017;left;right;2.3681;107.0485612177074;-12.0642;-9.0594;0.0874774795154575;20.30522174138168;0;6.370959898230295;0.6036103999940678;0.6699969000183046;miss;LEFT;O;0.7248;156104;1;C;right;14:23:53
1;24;1;A;90;small;up;0.017;left;left;1.5182;108.42996340725465;-11.8157;8.9465;0.1919418623973649;15.587153344504914;1;9.762004464836584;0.5708813000237569;0.63697890000185;CR;LEFT;N;1.1251;165837;0;-1;-1;14:23:53
1;25;2;A;90;small;down;0.017;left;left;1.4349;138.3218655735488;-12.0868;-8.9239;0.11543058236454451;15.088612770319473;1;10.470869426230323;0.8701932999538258;0.9540237999754027;CR;LEFT;O;1.0926;181176;1;C;right;14:23:53
1;26;2;A;0;big;up;0.017;left;right;1.3023;223.9665058343119;-12.4708;8.6076;0.6129247581161485;18.0935795229393;0;11.63563291648284;0.48654650000389665;0.6034063999541104;miss;LEFT;N;0.6426;188846;0;-1;-1;14:23:53
1;27;2;A;90;big;mid;0.017;left;left;1.501;140.45306344054563;-14.1201;-0.4067;0.9693566557192733;14.568602862251765;1;9.411009148365078;0.20358630002010614;1.02018059999682;CR;LEFT;N;0.8676;193343;0;-1;-1;14:23:53
1;28;2;A;90;big;mid;0.017;left;left;1.0176;133.34795369167907;-14.233;-0.3615;0.8478853866064129;14.26929904437809;1;13.991015742365015;0.554942500020843;0.603550500003621;CR;LEFT;N;0.6404;198369;0;-1;-1;14:23:53
1;29;2;A;90;big;down;0.017;left;left;0.9841;120.4486839493522;-10.6409;-9.3531;1.40424445503279;14.279643253461428;1;14.396422661186842;0.2867088000057265;0.5703973000054248;CR;LEFT;O;0.7917;202577;1;C;right;14:23:53
1;30;2;A;90;small;down;0.017;left;left;2.268;120.32257557159849;-11.906;-8.9691;0.09892025833214248;15.509788896717616;1;6.572377291587163;1.0551600999897346;1.4870152000221424;CR;LEFT;N;0.9892;209678;0;-1;-1;14:23:53
1;31;2;A;0;big;down;0.017;right;right;1.9187;148.1763756224747;11.6801;-8.2687;0.798189512671373;14.921421076915378;1;7.458652894123121;0.5200222000130452;1.4708717000321485;hit;LEFT;O;0.7247;215664;1;C;right;14:23:53
1;32;2;A;90;small;up;0.017;left;left;1.286;212.3574221061636;-12.132;9.082;0.15537818877304396;16.234587093033753;1;11.784472710112068;0.6376469999668188;0.671049700002186;CR;RIGHT;N;1.0739;223161;0;-1;-1;14:23:53
1;33;2;A;0;small;up;0.017;right;right;1.3525;179.35126340330066;12.2223;8.9917;0.22248662286240853;16.023879047337942;1;11.219176109928792;0.6542811999679543;0.7050090999691747;hit;RIGHT;O;1.8917;228264;1;C;right;14:23:53
1;34;2;A;90;small;up;0.017;left;left;1.3348;111.53234510461455;-12.2449;9.0143;0.24533656580513685;16.222631820804743;1;11.391237009585176;0.5035100000095554;0.5378700000001118;CR;RIGHT;N;0.6763;236429;0;-1;-1;14:23:53
1;35;2;A;0;big;up;0.017;right;right;0.9341;129.02419108855375;11.409;7.975;1.1831569603789966;14.292156126213268;1;14.901324254365464;0.06969580001896247;0.4540362000116147;hit;RIGHT;N;0.7624;241103;0;-1;-1;14:23:53
1;36;2;A;0;small;up;0.017;right;right;1.5356;133.42719052584198;11.906;9.1046;0.14061849168897653;18.207622085005298;1;9.76049476186988;0.4873405999969691;0.5705682000261731;hit;LEFT;N;1.0925;245469;0;-1;-1;14:23:53
1;37;2;A;90;big;up;0.017;left;left;0.8677;144.640956880784;-10.5957;7.9976;1.7253568790774263;13.463050364896498;1;15.299184158191473;0.386552500014659;0.43689730000915006;CR;RIGHT;O;0.5082;250769;1;C;right;14:23:53
1;38;2;A;0;big;down;0.017;right;right;1.0027;121.32399607544808;10.2342;-8.1783;1.9475837780885576;13.152322166838424;1;13.06541968161833;0.5374025999917649;0.5869298999896273;hit;LEFT;O;2.0246;257670;1;C;right;14:23:53
1;39;2;A;0;small;mid;0.017;left;right;1.6852;181.54205485135554;-15.0915;-0.1356;0.16355999362664358;20.359235031243493;0;8.955749923694201;0.5047965999692678;0.5536226999829523;miss;RIGHT;O;0.7082;265361;1;I;right;14:23:53
1;40;2;A;0;small;down;0.017;right;right;1.5186;166.67756633157103;12.0416;-9.082;0.09196997895977015;16.468512415420832;1;9.931749091378233;0.536673900031019;0.5865893000154756;hit;RIGHT;N;1.1916;273931;0;-1;-1;14:23:53
1;41;2;A;90;small;mid;0.017;left;left;1.2179;253.44287494652312;-15.0915;-0.113;0.145387189714311;20.86604698161389;1;12.391802814767308;0.4204062999924645;0.45396850001998246;CR;LEFT;N;0.8573;279385;0;-1;-1;14:23:53
1;42;2;A;90;big;down;0.017;left;left;1.2177;128.46231470806916;-12.3805;-9.0594;0.3850892545099358;15.463314903381555;1;12.59810415070877;0.6034943999839015;0.6694850000203587;CR;RIGHT;O;0.4752;284005;1;C;left;14:23:53
1;43;2;A;0;small;down;0.017;right;right;1.4523;168.23493895535015;12.019;-9.1272;0.12862272350637347;17.978381636020032;1;10.391466074519297;0.420748199976515;0.503656700020656;hit;RIGHT;N;1.2065;290569;0;-1;-1;14:23:53
1;44;2;A;0;big;mid;0.017;left;right;0.8514;168.5854825273103;-13.7812;-0.3389;1.26504909292484;13.839438051050944;0;16.190696502596758;0.4039746999624185;0.45473309996305034;miss;LEFT;N;0.8427;295980;0;-1;-1;14:23:53
1;45;2;A;0;small;mid;0.017;right;right;1.2694;108.77447849166191;15.1367;0.0226;0.13856622519923242;15.317232096390246;1;11.923949527785343;0.18678940000245348;0.4866363999899477;hit;RIGHT;O;0.9414;300244;1;C;right;14:23:53
1;46;2;A;90;small;mid;0.017;left;left;1.2682;160.63136104110154;-15.2045;-0.0904;0.22356646440848196;17.302852219600187;1;11.988806402888866;0.4033246000180952;0.4530994000378996;CR;RIGHT;N;1.4093;307269;0;-1;-1;14:23:53
1;47;2;A;0;big;mid;0.017;left;right;0.9512;127.40558781569814;-13.3745;-0.1356;1.6311145659675101;13.381933054374848;0;14.061878634304103;0.3702328999643214;0.4198690999764949;miss;RIGHT;O;1.142;312494;1;C;left;14:23:53
1;48;2;A;90;big;up;0.017;left;left;0.9015;170.54069308704504;-11.7705;7.8846;1.1387235301979324;14.370637969531474;1;15.71570353607025;0.48695849999785423;0.5373408999876119;CR;LEFT;N;0.542;319620;0;-1;-1;14:23:53
1;49;3;A;0;big;down;0.017;left;right;1.1176;135.9528739727592;-10.9798;-7.9298;1.4785618787171255;13.672195169371077;0;12.118208517047186;0.6373314000084065;0.7377927000052296;miss;RIGHT;O;1.5726;335281;1;C;right;14:23:53
1;50;3;A;0;small;mid;0.017;left;right;1.5027;171.50528467012995;-15.0463;0.1581;0.16479532064128952;15.198136370398343;0;10.013701533295713;0.5363667000201531;0.5872428000438958;miss;RIGHT;O;1.6764;343110;1;C;left;14:23:53
1;51;3;A;0;small;up;0.017;left;right;1.5353;191.16410832187034;-11.9286;9.1272;0.14586306424714332;15.602587380430592;0;9.782815961291307;0.820458400005009;0.8714460000046529;miss;LEFT;N;0.5428;351026;0;-1;-1;14:23:53
1;52;3;A;90;small;down;0.017;left;left;1.502;83.70135749028049;-12.019;-9.0594;0.06239858787898773;16.066963751856562;1;10.0205035049079;0.6531506999745034;0.7032404000055976;CR;LEFT;O;1.0867;355677;1;C;left;14:23:53
1;53;3;A;0;small;down;0.017;right;right;1.5015;94.59636727975953;11.9738;-9.1498;0.15207452011382394;15.48949978786717;1;10.036545206746595;0.6703294000471942;0.7207437000470236;hit;LEFT;O;0.5584;363077;1;I;left;14:23:53
1;54;3;A;90;big;up;0.017;left;left;0.9344;140.46895627846;-13.8264;8.7431;1.8443429691041024;16.561963913936676;1;17.507467185870002;0.43717930000275373;0.4871017000405118;CR;RIGHT;N;0.5582;371428;0;-1;-1;14:23:53
1;55;3;A;90;big;down;0.017;left;left;1.6341;129.42101297724003;-12.132;-9.9631;0.9721177841104289;16.48453340400535;1;9.606629179552371;0.20307689998298883;1.2202947000041604;CR;LEFT;O;0.9404;375461;1;C;left;14:23:53
1;56;3;A;0;big;mid;0.017;right;right;1.035;117.10472907931648;13.5101;0.3841;1.5386250831409973;13.553601274715806;1;13.057971383027226;0.45391270000254735;0.5035880000214092;hit;LEFT;N;0.525;383197;0;-1;-1;14:23:53
1;57;3;A;0;small;up;0.017;left;right;1.6978;126.42694610643474;-12.0642;8.9691;0.07125055014969511;15.41185127455718;0;8.854253437924074;0.3886691000079736;0.45413809997262433;miss;RIGHT;O;1.2562;387497;1;C;left;14:23:53
1;58;3;A;0;big;up;0.017;right;right;0.885;174.468658791752;12.3579;8.3817;0.714429670947872;15.519447755556934;1;16.872975273128933;0.4863799000158906;0.5371521000051871;hit;LEFT;N;1.143;395011;0;-1;-1;14:23:53
1;59;3;A;90;big;mid;0.017;left;left;0.9022;187.1970735694862;-14.2556;-1.0844;1.315321635759175;14.971257133946802;1;15.846981734256845;0.4873910999740474;0.5367117999703623;CR;RIGHT;O;0.9416;405035;1;C;left;14:23:53
1;60;3;A;0;small;mid;0.017;left;right;2.0851;130.15879884152798;-15.1593;0.0678;0.17312266510288823;31.27111312556017;0;7.27040728560103;0.4368695999728516;0.503466899972409;miss;-1;0;0.7592;411897;0;-1;-1;14:23:53
1;61;3;A;90;small;down;0.017;left;left;2.7689;161.3496036728116;-12.019;-8.9917;0.020751443276119275;22.606887944109367;1;5.420957416770799;0.5204520999686792;1.4040920999832451;CR;RIGHT;O;0.6581;417277;1;C;left;14:23:53
1;62;3;A;0;small;down;0.017;left;right;1.9021;150.61498251888543;-11.9964;-9.082;0.08210581391938726;17.02206920552625;0;7.910507857151782;0.753197000012733;0.8043745000031777;miss;LEFT;O;1.1918;426064;1;C;left;14:23:53
1;63;3;A;90;small;up;0.017;left;left;1.2511;148.02453951282362;-11.7705;8.9465;0.23567074323295745;15.001063108782809;1;11.816901874581962;0.5369772000121884;0.5871202999842353;CR;LEFT;N;1.5412;433954;0;-1;-1;14:23:53
1;64;3;A;90;small;mid;0.017;left;left;1.4677;169.41598210531825;-14.7978;0.0678;0.21322792150375608;14.843003235202715;1;10.08225012474692;0.4875688999891281;0.5374434000113979;CR;LEFT;N;0.7907;439294;0;-1;-1;14:23:53
1;65;3;A;0;big;up;0.017;right;right;0.9185;161.12319499478855;11.7253;7.7491;1.280713292595275;14.33950199807294;1;15.302496027649868;0.11992739996640012;0.53746099997079;hit;RIGHT;O;0.7896;444204;1;C;right;14:23:53
1;66;3;A;90;small;mid;0.017;left;left;1.2353;114.73459301530436;-14.7301;-0.0452;0.2737012489797502;14.866836329529017;1;11.924503592166376;0.3864793999819085;0.4206995000131428;CR;RIGHT;N;1.0094;453830;0;-1;-1;14:23:53
1;67;3;A;90;big;mid;0.017;left;left;1.9685;159.65279689856166;-15.8145;-0.1581;0.8296865707879397;17.489630309799786;1;8.0341177416992;0.4868603000068106;0.5536463999887928;CR;LEFT;N;1.2635;458830;0;-1;-1;14:23:53
1;68;3;A;0;big;mid;0.017;right;right;1.5847;136.30756947657522;16.3793;0.3841;1.431752207189002;18.444461525417605;1;10.338781520245968;0.770310599997174;0.803842400026042;hit;LEFT;O;0.8918;469867;1;C;right;14:23:53
1;69;3;A;90;big;down;0.017;right;left;2.052;145.39891765898682;11.4994;-8.5398;0.6799899339630463;14.390206850677927;0;6.980451289714925;1.4214103000122122;1.4706738000386395;FA;LEFT;O;0.8248;477511;1;I;right;14:23:53
1;70;3;A;90;small;up;0.017;left;left;1.2857;178.64837016054332;-12.2675;8.8787;0.29373129467184667;21.428199840515514;1;11.7785916502393;0.4870668000075966;0.536021499952767;CR;RIGHT;O;0.5794;486054;1;C;left;14:23:53
1;71;3;A;0;big;down;0.017;right;right;2.103;62.109014497510216;12.2449;-9.0368;0.2476779178250285;15.451356882765868;1;7.236575075770952;1.2205842999974266;1.3038679000455886;hit;LEFT;O;1.0581;492628;1;I;right;14:23:53
1;72;3;A;90;big;up;0.017;left;left;1.5196;99.55982475382277;-10.8442;8.1332;1.4447354421573828;14.076775044567272;1;8.920187795910127;0.5878132999641821;0.9882684999611229;CR;RIGHT;O;2.7757;505663;1;C;left;14:23:53
1;73;4;A;0;small;down;0.017;left;right;1.9013;114.9270640486951;-11.906;-8.9465;0.1081356416973585;15.325999977966529;0;7.83285518859315;0.6866420999867842;0.7541656999965198;miss;RIGHT;O;0.942;525663;1;I;right;14:23:53
1;74;4;A;90;big;mid;0.017;left;left;1.5018;111.76521858093994;-13.736;-0.0452;1.2648059246575272;19.50329354667091;1;9.146521414193344;0.6205520000075921;0.8043906000093557;CR;LEFT;N;1.2747;535404;0;-1;-1;14:23:53
1;75;4;A;0;small;down;0.017;right;right;1.3186;166.39758696358768;12.019;-9.0368;0.04145427192598654;15.943524968518682;1;11.40391859516078;0.5364512000232935;0.5860806000418961;hit;LEFT;O;2.1416;540837;1;C;right;14:23:53
1;76;4;A;90;big;mid;0.017;left;left;0.9678;171.2177045259568;-15.2723;0.0678;0.28057390460921794;15.278308291338949;1;15.780198235007832;0.5206963999662548;0.5704318999778479;CR;RIGHT;N;0.4751;549187;0;-1;-1;14:23:53
1;77;4;A;0;small;mid;0.017;right;right;2.5361;150.77158803486543;14.956;-0.0678;0.0808196164820553;15.173893644842797;1;5.89734830199877;1.570320799946785;1.6374989999458194;hit;RIGHT;O;1.2245;553381;1;I;right;14:23:53
1;78;4;A;90;big;down;0.017;left;left;0.8692;106.51746454668519;-11.2961;-8.585;0.8171685989564371;14.246650614790056;1;16.32326878873124;0.2871108000399545;0.5198982000001706;CR;RIGHT;N;0.9761;562143;0;-1;-1;14:23:53
1;79;4;A;90;small;mid;0.017;left;left;1.3178;198.28803048513484;-15.2045;-0.0226;0.20573262775601822;15.273314102864061;1;11.537385340326598;0.4879930000170134;0.5380093000130728;CR;RIGHT;N;0.4587;566543;0;-1;-1;14:23:53
1;80;4;A;0;small;up;0.017;left;right;2.3351;149.246991203603;-11.9738;8.9239;0.080494855988079;17.679584342604947;0;6.395248806802212;1.3378329999977723;1.4036084999679588;miss;LEFT;O;0.6915;570986;1;I;left;14:23:53
1;81;4;A;90;small;down;0.017;left;left;2.3691;162.91675872901973;-12.019;-9.1046;0.1063308889266597;27.423662995573167;1;6.364514265884927;1.1885048000258394;1.2370625999756157;CR;LEFT;O;1.4253;579493;1;C;left;14:23:53
1;82;4;A;90;big;up;0.017;left;left;2.0525;75.16773078607437;-11.3864;8.3591;0.8872746872657108;14.350545937770596;1;6.882109675967233;0.9704765999922529;1.1872276000212878;CR;LEFT;O;1.1919;588378;1;C;right;14:23:53
1;83;4;A;0;big;down;0.017;right;right;0.9529;120.63664055852115;11.3186;-7.9976;1.2120383468521159;14.816670725004865;1;14.543840168621397;0.07051220000721514;0.5040636000339873;hit;RIGHT;O;0.6419;596771;1;C;right;14:23:53
1;84;4;A;0;big;down;0.017;right;right;2.5364;131.27795709684335;13.1712;-8.0654;1.4984046509780153;15.584160264479976;1;6.089196357137867;2.0870599999907427;2.137260499992408;hit;LEFT;O;0.5587;608020;1;C;right;14:23:53
1;85;4;A;90;big;up;0.017;left;left;0.9848;121.49687558234997;-10.912;7.7039;1.6922242352452361;13.526005361132647;1;13.56345318176794;0.5036626000073738;0.603375300008338;CR;RIGHT;N;0.8428;615727;0;-1;-1;14:23:53
1;86;4;A;90;small;mid;0.017;left;left;1.6851;182.53734871694655;-15.0012;-0.113;0.11296648817948579;15.465603599810196;1;8.90237942664828;0.2205718999612145;0.8204586000065319;CR;LEFT;O;0.6919;620313;1;C;right;14:23:53
1;87;4;A;90;small;down;0.017;left;left;1.4682;129.13193385626172;-11.8157;-8.9239;0.19942563698949456;16.576388227244202;1;10.084810039115515;0.6212520999833941;0.6702587999752723;CR;RIGHT;N;0.7256;627722;0;-1;-1;14:23:53
1;88;4;A;90;big;down;0.017;left;left;0.8682;176.54073633650236;-13.9845;-9.8728;2.167946620308249;17.272092686465697;1;19.71647311744465;0.4537669999990612;0.4867978999973275;CR;RIGHT;N;0.5251;632679;0;-1;-1;14:23:53
1;89;4;A;0;big;mid;0.017;left;right;1.7021;110.92371629706626;-13.5553;-0.2485;1.465953375871496;13.607260862957492;0;7.965028832247951;0.3365246999892406;0.5539022000157274;miss;RIGHT;O;0.608;636594;1;C;right;14:23:53
1;90;4;A;0;small;up;0.017;left;right;2.2846;122.30783452605242;-12.2223;9.1498;0.26808922706896104;16.06547878613536;0;6.6829723965250105;1.0199945999775082;1.6202020000200719;miss;RIGHT;O;1.0417;645394;1;I;left;14:23:53
1;91;4;A;0;big;mid;0.017;right;right;1.4529;152.109280613903;14.0297;0.2259;0.996255347580901;14.608767824644689;1;9.657783024737993;0.5536630999995396;1.1055277999839745;hit;RIGHT;O;0.635;654081;1;C;right;14:23:53
1;92;4;A;90;small;up;0.017;left;left;1.3012;151.15259195848517;-12.019;8.7431;0.2575562259388071;15.376598378877297;1;11.421862301924962;0.5703159999684431;0.6369744999683462;CR;LEFT;N;1.0249;661194;0;-1;-1;14:23:53
1;93;4;A;0;big;up;0.017;right;right;0.9355;120.40736876715177;11.5672;8.6754;0.5410511383012092;14.751488294004671;1;15.455616666744175;0.4374180000158958;0.4865302999969572;hit;LEFT;N;0.6252;666153;0;-1;-1;14:23:53
1;94;4;A;0;small;mid;0.017;left;right;1.4177;168.66608386615442;-15.0689;-0.2033;0.2146970174967224;15.934231588142682;0;10.629819462557046;0.7366359999869019;0.7708594999858178;miss;LEFT;O;0.8425;670470;1;I;left;14:23:53
1;95;4;A;90;small;up;0.017;right;left;2.4187;249.41980022012987;12.1771;8.9465;0.18505585892862828;48.40234712229324;0;6.247237342918437;0.48651419999077916;0.5871532000019215;FA;-1;0;0.7415;678076;0;-1;-1;14:23:53
1;96;4;A;0;big;up;0.017;right;right;1.7191;123.53845850034521;12.2449;8.8787;0.27331492358770654;16.406608066865747;1;8.798129579189036;0.04824560001725331;1.3377401999896392;hit;LEFT;O;0.6414;683980;1;C;left;14:23:53
1;97;5;A;0;small;mid;0.017;right;right;1.4693;136.91273641126205;14.8204;0.0678;0.19194186239736505;14.95147089438557;1;10.086739556784387;0.5709616999956779;0.60396259999834;hit;LEFT;O;1.9583;718897;1;C;left;14:23:53
1;98;5;A;90;small;down;0.017;left;left;1.4844;149.75300857006255;-11.8834;-9.0368;0.12223599851409407;15.497166289151455;1;10.057104693822206;0.5532092999783345;0.5876663000090048;CR;RIGHT;N;0.9931;727503;0;-1;-1;14:23:53
1;99;5;A;90;small;mid;0.017;left;left;1.7353;99.21991981973439;-15.0689;0.0452;0.08242422730683938;15.151798347690008;1;8.68382160950713;0.803736999980174;0.9041341000120156;CR;RIGHT;O;2.926;732652;1;C;left;14:23:53
1;100;5;A;0;small;up;0.017;right;right;1.5022;135.31364320534993;11.9512;8.8561;0.15193564639541307;16.409319226639433;1;9.90239290407662;0.43706820002989843;0.47055680002085865;hit;RIGHT;O;1.3084;742010;1;I;left;14:23:53
1;101;5;A;0;small;down;0.017;right;right;2.636;138.5408866919848;11.7479;-8.9917;0.25224200123752416;24.833913006940485;1;5.6123816724477145;0.519995899987407;0.620335099985823;hit;-1;0;1.0746;751561;0;-1;-1;14:23:53
1;102;5;A;0;small;mid;0.017;left;right;1.3186;170.8883120706684;-15.1819;-0.0452;0.187424328721131;18.768835524986244;0;11.51402298894272;0.04846439999528229;0.6036800000001676;miss;RIGHT;N;1.1571;758014;0;-1;-1;14:23:53
1;103;5;A;90;big;mid;0.017;left;left;1.052;143.2711494287359;-15.1819;-0.1356;0.22684969785584227;15.20817298705318;1;14.432471854410045;0.45385890000034124;0.5032988999737427;CR;LEFT;O;1.2572;763120;1;C;right;14:23:53
1;104;5;A;0;big;mid;0.017;right;right;1.1017;155.61065299561102;14.0071;-0.0226;0.9931502852579799;14.01614259035843;1;12.714254360171008;0.6869682000251487;0.7206584999803454;hit;RIGHT;N;0.9752;770864;0;-1;-1;14:23:53
1;105;5;A;90;small;down;0.017;left;left;1.8515;116.6050894973139;-12.1094;-8.9465;0.12176490730789997;15.697127187165043;1;8.131682022304442;0.12028879998251796;0.9881984999519773;CR;LEFT;N;1.8096;775570;0;-1;-1;14:23:53
1;106;5;A;0;big;mid;0.017;right;right;1.2019;98.49748355204626;14.5493;0.2937;0.5379340714702499;14.559814515954653;1;12.108167752467846;0.586589400016237;0.6540384000400081;hit;LEFT;O;1.1095;781996;1;C;left;14:23:53
1;107;5;A;90;big;down;0.017;left;left;1.1352;156.58877644479568;-13.3293;-9.3531;1.3754478132916028;16.368995561690205;1;14.344742667975007;0.2702205000096001;0.7368872000370175;CR;LEFT;O;0.8597;789860;1;C;left;14:23:53
1;108;5;A;0;small;up;0.017;right;right;1.4012;115.7431428219549;12.1771;8.9013;0.2027912470283192;17.14106176352548;1;10.765115453911518;0.5051284999935888;0.5779772999812849;hit;LEFT;N;0.5579;796593;0;-1;-1;14:23:53
1;109;5;A;90;big;up;0.017;left;left;1.0184;169.05681765848504;-12.2449;8.088;0.9443396732879836;15.072175989203673;1;14.409473285815507;0.2534523999784142;0.6372624999494292;CR;LEFT;N;4.8241;801297;0;-1;-1;14:23:53
1;110;5;A;0;big;up;0.017;right;right;1.0509;139.4380033090947;12.4483;8.5624;0.6264305960939137;16.407573222509843;1;14.37702960540404;0.5216157999821007;0.5708012999966741;hit;RIGHT;O;1.0404;809669;1;C;left;14:23:53
1;111;5;A;90;big;down;0.017;left;left;0.9349;123.22931410377336;-13.623;-9.5791;1.7232425238634048;16.769722464427645;1;17.8133593430463;0.5200977999484167;0.5697535999934189;CR;LEFT;O;1.2584;817181;1;C;left;14:23:53
1;112;5;A;0;big;down;0.017;right;right;1.0865;88.31835748777873;11.409;-8.472;0.7924679477983239;14.567150532982035;1;13.079500421024308;0.3869403999997303;0.5870068999938667;hit;LEFT;N;1.2242;823994;0;-1;-1;14:23:53
