16,1,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.24824304263347585,-1,1,none,none,-1,-1,-1.0,0,32652,10:05:54.597018,feet
16,2,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.40283916323414815,-1,1,none,none,-1,-1,-1.0,5732,32652,10:05:54.597018,feet
16,3,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.4497384627552492,-1,1,none,none,-1,-1,-1.0,8565,32652,10:05:54.597018,feet
16,4,feet1,1,gabor,90,0.02496049160017121,3,3,-1,c,0.5995385178966899,-1.0,1,-1,incongruent,CR,c,4,0.9153930277725522,11449,32652,10:05:54.597018,feet
16,5,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.28025418762945264,-1,1,none,none,-1,-1,-1.0,16417,32652,10:05:54.597018,feet
16,6,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.4951313599704008,-1,1,none,none,-1,-1,-1.0,19032,32652,10:05:54.597018,feet
16,7,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.2819629539462767,-1,1,none,none,-1,-1,-1.0,21965,32652,10:05:54.597018,feet
16,8,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.5376508418266894,-1,1,none,none,-1,-1,-1.0,24782,32652,10:05:54.597018,feet
16,9,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.2745522840255035,-1,1,none,none,-1,-1,-1.0,27748,32652,10:05:54.597018,feet
16,10,feet1,1,gabor,90,0.02496049160017121,3,3,-1,q,0.4644918359367694,-1.0,1,-1,congruent,CR,q,1,0.7803210023125757,30366,32652,10:05:54.597018,feet
16,11,feet1,1,cue,yellow,-1.0,-1,-1,q,q,-1.0,0.5502035543872807,-1,1,none,none,-1,-1,-1.0,35066,32652,10:05:54.597018,feet
16,12,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.2440905484868381,-1,1,none,none,-1,-1,-1.0,37948,32652,10:05:54.597018,feet
16,13,feet1,1,gabor,0,0.02496049160017121,4,4,-1,q,0.3955571307774335,-1.0,1,-1,incongruent,hit,q,1,1.8103645700939524,44297,32652,10:05:54.597018,feet
16,14,feet1,1,gabor,0,0.02496049160017121,4,4,-1,c,0.7731107764402623,-1.0,1,-1,congruent,hit,3,4,1.7301450953800668,49831,32652,10:05:54.597018,feet
16,15,feet1,1,gabor,0,0.02496049160017121,4,4,-1,c,0.7339700439824809,-1.0,1,-1,congruent,hit,c,2,1.4418696898646886,55581,32652,10:05:54.597018,feet
16,16,feet1,1,cue,blue,-1.0,-1,-1,c,c,-1.0,0.2794581713205844,-1,1,none,none,-1,-1,-1.0,64864,32652,10:05:54.597018,feet
