2,1,other1,1,cue,left,-1.0,-1,-1,z,z,-1.0,0.2281207999913022,-1,1,none,none,0,20101,14:21:01.366651,other
2,2,other1,1,cue,left,-1.0,-1,-1,z,z,-1.0,0.22729009995236996,-1,1,none,none,2766,20101,14:21:01.366651,other
2,3,other1,1,gabor,0,0.022367615542819103,n,x,-1,i,0.5083814999088645,-1.0,0,-1,congruent,miss,5408,20101,14:21:01.366651,other
2,4,other1,1,cue,right,-1.0,-1,-1,i,i,-1.0,0.18206830008421093,-1,1,none,none,8330,20101,14:21:01.366651,other
2,5,other1,1,cue,right,-1.0,-1,-1,i,i,-1.0,0.2669308000477031,-1,1,none,none,11012,20101,14:21:01.366651,other
2,6,other1,1,gabor,90,0.022367615542819103,n,n,-1,i,0.1153387000085786,-1.0,1,-1,congruent,CR,13796,20101,14:21:01.366651,other
2,7,other1,1,cue,right,-1.0,-1,-1,i,i,-1.0,0.21209399995859712,-1,1,none,none,16406,20101,14:21:01.366651,other
2,8,other1,1,gabor,90,0.022367615542819103,n,n,-1,i,0.33422720001544803,-1.0,1,-1,congruent,CR,19031,20101,14:21:01.366651,other
2,9,other1,1,gabor,0,0.022367615542819103,x,x,-1,z,0.495253200060688,-1.0,1,-1,congruent,hit,21765,20101,14:21:01.366651,other
2,10,other1,1,cue,right,-1.0,-1,-1,i,i,-1.0,0.3946036000270397,-1,1,none,none,24655,20101,14:21:01.366651,other
2,11,other1,1,gabor,90,0.022367615542819103,x,n,-1,z,0.4717348000267521,-1.0,0,-1,congruent,FA,27468,20101,14:21:01.366651,other
2,12,other1,1,gabor,90,0.022367615542819103,n,n,-1,i,0.6418902000878006,-1.0,1,-1,congruent,CR,30264,20101,14:21:01.366651,other
2,13,other1,1,gabor,0,0.022367615542819103,x,x,-1,z,0.5854805000126362,-1.0,1,-1,congruent,hit,33313,20101,14:21:01.366651,other
2,14,other1,1,gabor,90,0.022367615542819103,x,n,-1,z,0.6769431999418885,-1.0,0,-1,congruent,FA,38594,20101,14:21:01.366651,other
2,15,other1,1,cue,left,-1.0,-1,-1,z,z,-1.0,0.20936810004059225,-1,1,none,none,41575,20101,14:21:01.366651,other
2,16,other1,1,gabor,90,0.022367615542819103,x,n,-1,z,0.35979829996358603,-1.0,0,-1,congruent,FA,44290,20101,14:21:01.366651,other
2,17,other1,1,cue,right,-1.0,-1,-1,i,i,-1.0,0.2478207999374717,-1,1,none,none,46961,20101,14:21:01.366651,other
2,18,other1,1,gabor,0,0.022367615542819103,x,x,-1,i,0.2630269000073895,-1.0,1,-1,incongruent,hit,49711,20101,14:21:01.366651,other
2,19,other1,1,gabor,0,0.022367615542819103,x,x,-1,z,0.4534527000505477,-1.0,1,-1,congruent,hit,52269,20101,14:21:01.366651,other
2,20,other1,1,gabor,90,0.022367615542819103,x,n,-1,z,0.3345109999645501,-1.0,0,-1,congruent,FA,55236,20101,14:21:01.366651,other
2,21,other1,1,cue,left,-1.0,-1,-1,z,z,-1.0,0.3149930000072345,-1,1,none,none,57883,20101,14:21:01.366651,other
2,22,other1,1,cue,right,-1.0,-1,-1,i,i,-1.0,0.24687060003634545,-1,1,none,none,60733,20101,14:21:01.366651,other
2,23,other1,1,cue,left,-1.0,-1,-1,z,z,-1.0,0.214093399932608,-1,1,none,none,63298,20101,14:21:01.366651,other
2,24,other1,1,gabor,90,0.022367615542819103,x,n,-1,i,0.3646290999604389,-1.0,0,-1,incongruent,FA,65955,20101,14:21:01.366651,other
2,25,other1,1,cue,left,-1.0,-1,-1,z,z,-1.0,0.302137800026685,-1,1,none,none,68752,20101,14:21:01.366651,other
2,26,other1,1,gabor,0,0.022367615542819103,n,x,-1,i,0.39686119998805225,-1.0,0,-1,congruent,miss,71574,20101,14:21:01.366651,other
2,27,other1,1,gabor,90,0.022367615542819103,x,n,-1,i,0.4905000000726432,-1.0,0,-1,incongruent,FA,74480,20101,14:21:01.366651,other
