1,1,same1,1,cue,right,-1.0,-1,-1,n,n,-1.0,0.225453200051561,-1,1,none,none,0,40162,11:37:41.450563,same
1,2,same1,1,gabor,90,0.02232909368450663,x,x,-1,x,0.627494900021702,-1.0,1,-1,congruent,CR,2715,40162,11:37:41.450563,same
1,3,same1,1,gabor,0,0.02232909368450663,n,n,-1,n,1.356775699998252,-1.0,1,-1,congruent,hit,8115,40162,11:37:41.450563,same
1,4,same1,1,gabor,90,0.02232909368450663,n,x,-1,n,0.4662782000377774,-1.0,0,-1,congruent,FA,11915,40162,11:37:41.450563,same
1,5,same1,1,gabor,0,0.02232909368450663,n,n,-1,n,0.5560160001041368,-1.0,1,-1,congruent,hit,14915,40162,11:37:41.450563,same
1,6,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.3335541000124067,-1,1,none,none,20331,40162,11:37:41.450563,same
1,7,same1,1,gabor,0,0.02232909368450663,x,n,-1,x,0.7506142000202091,-1.0,0,-1,congruent,miss,23198,40162,11:37:41.450563,same
1,8,same1,1,gabor,90,0.02232909368450663,n,x,-1,n,0.5549496000166982,-1.0,0,-1,congruent,FA,26281,40162,11:37:41.450563,same
1,9,same1,1,gabor,0,0.02232909368450663,x,n,-1,x,0.5189021000405774,-1.0,0,-1,congruent,miss,29364,40162,11:37:41.450563,same
1,10,same1,1,gabor,90,0.02232909368450663,x,x,-1,x,0.7597839999943972,-1.0,1,-1,congruent,CR,34647,40162,11:37:41.450563,same
1,11,same1,1,gabor,0,0.02232909368450663,n,n,-1,x,0.4429413999896497,-1.0,1,-1,incongruent,hit,37847,40162,11:37:41.450563,same
1,12,same1,1,gabor,90,0.02232909368450663,n,x,-1,n,0.4622039999812842,-1.0,0,-1,congruent,FA,43163,40162,11:37:41.450563,same
1,13,same1,1,gabor,90,0.02232909368450663,x,x,-1,n,0.2615916000213474,-1.0,1,-1,incongruent,CR,46064,40162,11:37:41.450563,same
1,14,same1,1,cue,right,-1.0,-1,-1,n,n,-1.0,0.2269948000321165,-1,1,none,none,48664,40162,11:37:41.450563,same
1,15,same1,1,gabor,90,0.02232909368450663,x,x,-1,x,0.31915210001170635,-1.0,1,-1,congruent,CR,51230,40162,11:37:41.450563,same
1,16,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.3875326999695972,-1,1,none,none,54080,40162,11:37:41.450563,same
1,17,same1,1,gabor,0,0.02232909368450663,n,n,-1,n,0.36915509996470064,-1.0,1,-1,congruent,hit,56896,40162,11:37:41.450563,same
1,18,same1,1,gabor,0,0.02232909368450663,x,n,-1,n,0.34350369998719543,-1.0,0,-1,incongruent,miss,59595,40162,11:37:41.450563,same
1,19,same1,1,cue,right,-1.0,-1,-1,n,n,-1.0,0.3982426000293344,-1,1,none,none,62378,40162,11:37:41.450563,same
1,20,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.2917072999989614,-1,1,none,none,65314,40162,11:37:41.450563,same
1,21,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.31948669999837875,-1,1,none,none,70279,40162,11:37:41.450563,same
1,22,same1,1,gabor,90,0.02232909368450663,n,x,-1,n,0.29441239999141544,-1.0,0,-1,congruent,FA,72928,40162,11:37:41.450563,same
1,23,same1,1,gabor,0,0.02232909368450663,x,n,-1,n,0.3795070999767631,-1.0,0,-1,incongruent,miss,75662,40162,11:37:41.450563,same
1,24,same1,1,gabor,0,0.02232909368450663,n,n,-1,x,0.4745396999642253,-1.0,1,-1,incongruent,hit,80912,40162,11:37:41.450563,same
1,25,same1,1,gabor,90,0.02232909368450663,x,x,-1,x,0.4765165999997407,-1.0,1,-1,congruent,CR,83728,40162,11:37:41.450563,same
1,26,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.1930667000124231,-1,1,none,none,93544,40162,11:37:41.450563,same
1,27,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.2276896999683231,-1,1,none,none,98611,40162,11:37:41.450563,same
1,28,same1,1,gabor,0,0.02232909368450663,n,n,-1,x,0.4159396999748424,-1.0,1,-1,incongruent,hit,101278,40162,11:37:41.450563,same
1,29,same1,1,gabor,90,0.02232909368450663,x,x,-1,x,0.4648029000964016,-1.0,1,-1,congruent,CR,104028,40162,11:37:41.450563,same
1,30,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.3189926999621093,-1,1,none,none,107028,40162,11:37:41.450563,same
1,31,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.365697699948214,-1,1,none,none,114543,40162,11:37:41.450563,same
1,32,same1,1,cue,left,-1.0,-1,-1,x,x,-1.0,0.27723929996136576,-1,1,none,none,117444,40162,11:37:41.450563,same
1,33,same1,1,cue,right,-1.0,-1,-1,n,n,-1.0,0.19686709996312854,-1,1,none,none,122594,40162,11:37:41.450563,same
1,34,same1,1,cue,right,-1.0,-1,-1,n,n,-1.0,0.22011679993011055,-1,1,none,none,125226,40162,11:37:41.450563,same
